reading_id,robot_id,timestamp,vibration_level,motor_temperature,torque_load,power_consumption
READ-038717,ROB-0024,2023-11-22 06:00:00,0.398,44.1,108.4,895.8
READ-038718,ROB-0024,2023-11-22 12:00:00,0.28,65.8,138.1,1225.3
READ-038719,ROB-0024,2023-11-22 18:00:00,0.25,52.9,95.4,1318.2
READ-038720,ROB-0024,2023-11-23 00:00:00,0.376,48.3,141.9,1220.2
READ-038721,ROB-0024,2023-11-23 06:00:00,0.462,68.2,133.3,817.1
READ-038722,ROB-0024,2023-11-23 12:00:00,0.503,63.7,55.3,1241.4
READ-038723,ROB-0024,2023-11-23 18:00:00,0.458,65.0,76.3,969.7
READ-038724,ROB-0024,2023-11-24 00:00:00,0.59,76.3,87.4,769.5
READ-038725,ROB-0024,2023-11-24 06:00:00,0.19,56.3,120.8,873.8
READ-038726,ROB-0024,2023-11-24 12:00:00,0.373,54.2,146.2,972.9
READ-038727,ROB-0024,2023-11-24 18:00:00,0.578,53.5,116.3,1939.0
READ-038728,ROB-0024,2023-11-25 00:00:00,0.547,55.3,128.1,1388.3
READ-038729,ROB-0024,2023-11-25 06:00:00,0.596,59.6,72.9,772.3
READ-038730,ROB-0024,2023-11-25 12:00:00,0.309,66.7,87.1,2052.1
READ-038731,ROB-0024,2023-11-25 18:00:00,0.42,52.9,154.3,1025.6
READ-038732,ROB-0024,2023-11-26 00:00:00,0.282,62.8,123.4,1012.6
READ-038733,ROB-0024,2023-11-26 06:00:00,0.285,58.7,118.4,906.3
READ-038734,ROB-0024,2023-11-26 12:00:00,0.527,68.2,85.9,2023.1
READ-038735,ROB-0024,2023-11-26 18:00:00,0.519,57.1,94.5,767.9
READ-038736,ROB-0024,2023-11-27 00:00:00,0.52,60.6,89.7,870.2
READ-038737,ROB-0024,2023-11-27 06:00:00,0.552,56.5,116.6,1583.8
READ-038738,ROB-0024,2023-11-27 12:00:00,0.512,47.0,92.6,881.0
READ-038739,ROB-0024,2023-11-27 18:00:00,0.371,64.3,158.2,1714.9
READ-038740,ROB-0024,2023-11-28 00:00:00,0.162,47.1,133.3,1261.3
READ-038741,ROB-0024,2023-11-28 06:00:00,0.432,55.2,105.4,1073.2
READ-038742,ROB-0024,2023-11-28 12:00:00,0.379,61.3,111.6,1171.7
READ-038743,ROB-0024,2023-11-28 18:00:00,0.407,62.7,138.0,626.4
READ-038744,ROB-0024,2023-11-29 00:00:00,0.292,78.7,114.4,885.6
READ-038745,ROB-0024,2023-11-29 06:00:00,0.271,60.2,136.3,1692.3
READ-038746,ROB-0024,2023-11-29 12:00:00,0.613,75.7,99.1,892.3
READ-038747,ROB-0024,2023-11-29 18:00:00,0.252,72.5,134.8,1921.8
READ-038748,ROB-0024,2023-11-30 00:00:00,0.444,57.6,117.6,1141.4
READ-038749,ROB-0024,2023-11-30 06:00:00,0.314,61.4,98.5,630.2
READ-038750,ROB-0024,2023-11-30 12:00:00,0.381,62.1,160.6,695.3
READ-038751,ROB-0024,2023-11-30 18:00:00,0.212,71.2,112.3,881.3
READ-038752,ROB-0024,2023-12-01 00:00:00,0.449,43.2,129.0,2075.7
READ-038753,ROB-0024,2023-12-01 06:00:00,0.28,53.1,120.2,1589.6
READ-038754,ROB-0024,2023-12-01 12:00:00,0.513,53.2,85.9,1998.8
READ-038755,ROB-0024,2023-12-01 18:00:00,0.515,54.4,82.0,1368.1
READ-038756,ROB-0024,2023-12-02 00:00:00,0.263,68.3,71.2,1041.0
READ-038757,ROB-0024,2023-12-02 06:00:00,0.524,42.7,106.6,750.7
READ-038758,ROB-0024,2023-12-02 12:00:00,0.287,75.4,149.4,1363.6
READ-038759,ROB-0024,2023-12-02 18:00:00,0.245,50.3,85.3,1343.3
READ-038760,ROB-0024,2023-12-03 00:00:00,0.352,67.0,138.8,949.6
READ-038761,ROB-0024,2023-12-03 06:00:00,0.383,69.9,67.8,1400.4
READ-038762,ROB-0024,2023-12-03 12:00:00,0.296,62.0,101.8,843.3
READ-038763,ROB-0024,2023-12-03 18:00:00,0.234,64.5,136.3,1585.8
READ-038764,ROB-0024,2023-12-04 00:00:00,0.439,72.5,115.6,1879.3
READ-038765,ROB-0024,2023-12-04 06:00:00,0.374,55.7,150.8,1591.5
READ-038766,ROB-0024,2023-12-04 12:00:00,0.29,64.7,122.6,1434.9
READ-038767,ROB-0024,2023-12-04 18:00:00,0.508,59.4,116.2,1149.8
READ-038768,ROB-0024,2023-12-05 00:00:00,0.532,61.2,155.8,1384.6
READ-038769,ROB-0024,2023-12-05 06:00:00,0.483,62.5,74.2,1177.4
READ-038770,ROB-0024,2023-12-05 12:00:00,0.336,50.0,64.0,1040.1
READ-038771,ROB-0024,2023-12-05 18:00:00,0.234,67.6,150.6,595.1
READ-038772,ROB-0024,2023-12-06 00:00:00,0.406,64.1,132.7,1743.7
READ-038773,ROB-0024,2023-12-06 06:00:00,0.295,46.6,64.4,892.3
READ-038774,ROB-0024,2023-12-06 12:00:00,0.186,65.3,152.0,786.6
READ-038775,ROB-0024,2023-12-06 18:00:00,0.476,68.4,130.2,2007.9
READ-038776,ROB-0024,2023-12-07 00:00:00,0.562,49.4,141.6,729.6
READ-038777,ROB-0024,2023-12-07 06:00:00,0.513,51.5,138.3,2045.4
READ-038778,ROB-0024,2023-12-07 12:00:00,0.201,51.9,125.9,1906.4
READ-038779,ROB-0024,2023-12-07 18:00:00,0.547,77.2,123.3,1302.8
READ-038780,ROB-0024,2023-12-08 00:00:00,0.466,63.6,109.7,2113.6
READ-038781,ROB-0024,2023-12-08 06:00:00,0.574,51.2,92.1,1458.1
READ-038782,ROB-0024,2023-12-08 12:00:00,0.26,56.6,107.9,801.8
READ-038783,ROB-0024,2023-12-08 18:00:00,0.415,53.3,159.7,1383.0
READ-038784,ROB-0024,2023-12-09 00:00:00,0.206,54.5,137.2,1782.8
READ-038785,ROB-0024,2023-12-09 06:00:00,0.331,62.8,139.9,922.7
READ-038786,ROB-0024,2023-12-09 12:00:00,0.228,67.8,154.8,1036.7
READ-038787,ROB-0024,2023-12-09 18:00:00,0.203,49.6,114.7,850.0
READ-038788,ROB-0024,2023-12-10 00:00:00,0.315,71.4,117.5,1238.6
READ-038789,ROB-0024,2023-12-10 06:00:00,0.461,57.3,110.4,2061.5
READ-038790,ROB-0024,2023-12-10 12:00:00,0.258,59.2,92.1,1439.7
READ-038791,ROB-0024,2023-12-10 18:00:00,0.504,68.1,133.0,1306.1
READ-038792,ROB-0024,2023-12-11 00:00:00,0.215,70.7,123.9,1386.2
READ-038793,ROB-0024,2023-12-11 06:00:00,0.486,58.5,141.6,796.5
READ-038794,ROB-0024,2023-12-11 12:00:00,0.153,63.5,143.0,1424.0
READ-038795,ROB-0024,2023-12-11 18:00:00,0.248,69.3,65.3,1349.2
READ-038796,ROB-0024,2023-12-12 00:00:00,0.478,55.7,129.5,885.2
READ-038797,ROB-0024,2023-12-12 06:00:00,0.567,61.7,83.6,1814.1
READ-038798,ROB-0024,2023-12-12 12:00:00,0.309,45.7,134.0,1851.1
READ-038799,ROB-0024,2023-12-12 18:00:00,0.189,62.9,96.7,1496.0
READ-038800,ROB-0024,2023-12-13 00:00:00,0.459,49.1,65.7,1965.0
READ-038801,ROB-0024,2023-12-13 06:00:00,0.431,72.6,68.4,2108.3
READ-038802,ROB-0024,2023-12-13 12:00:00,0.546,45.5,105.2,1723.1
READ-038803,ROB-0024,2023-12-13 18:00:00,0.336,67.6,146.8,1209.7
READ-038804,ROB-0024,2023-12-14 00:00:00,0.563,66.0,102.9,1162.1
READ-038805,ROB-0024,2023-12-14 06:00:00,0.393,59.5,108.4,1042.6
READ-038806,ROB-0024,2023-12-14 12:00:00,0.523,73.0,146.7,921.8
READ-038807,ROB-0024,2023-12-14 18:00:00,0.212,66.1,101.8,892.2
READ-038808,ROB-0024,2023-12-15 00:00:00,0.55,72.6,96.6,826.8
READ-038809,ROB-0024,2023-12-15 06:00:00,0.401,43.4,154.0,1589.1
READ-038810,ROB-0024,2023-12-15 12:00:00,0.455,64.0,73.6,1237.1
READ-038811,ROB-0024,2023-12-15 18:00:00,0.294,62.6,156.1,1363.0
READ-038812,ROB-0024,2023-12-16 00:00:00,0.29,59.3,103.9,797.5
READ-038813,ROB-0024,2023-12-16 06:00:00,0.348,50.9,139.7,938.1
READ-038814,ROB-0024,2023-12-16 12:00:00,0.526,66.6,72.7,920.0
READ-038815,ROB-0024,2023-12-16 18:00:00,0.486,53.4,155.7,901.1
READ-038816,ROB-0024,2023-12-17 00:00:00,0.412,49.8,122.3,1415.9
READ-038817,ROB-0024,2023-12-17 06:00:00,0.272,49.7,89.3,1985.8
READ-038818,ROB-0024,2023-12-17 12:00:00,0.524,69.8,134.8,1129.3
READ-038819,ROB-0024,2023-12-17 18:00:00,0.146,50.7,138.8,1840.3
READ-038820,ROB-0024,2023-12-18 00:00:00,0.587,55.8,59.6,1022.6
READ-038821,ROB-0024,2023-12-18 06:00:00,0.181,65.2,124.2,1775.9
READ-038822,ROB-0024,2023-12-18 12:00:00,0.162,69.3,102.7,1306.3
READ-038823,ROB-0024,2023-12-18 18:00:00,0.451,46.7,68.8,1652.0
READ-038824,ROB-0024,2023-12-19 00:00:00,0.162,69.4,88.1,1274.7
READ-038825,ROB-0024,2023-12-19 06:00:00,0.533,77.0,155.5,665.8
READ-038826,ROB-0024,2023-12-19 12:00:00,0.486,63.2,106.2,640.1
READ-038827,ROB-0024,2023-12-19 18:00:00,0.422,61.7,68.1,1941.3
READ-038828,ROB-0024,2023-12-20 00:00:00,0.49,54.5,113.1,1594.3
READ-038829,ROB-0024,2023-12-20 06:00:00,0.52,62.8,107.3,1131.1
READ-038830,ROB-0024,2023-12-20 12:00:00,0.574,73.3,141.1,917.5
READ-038831,ROB-0024,2023-12-20 18:00:00,0.224,62.0,98.4,1732.8
READ-038832,ROB-0024,2023-12-21 00:00:00,0.367,64.6,139.4,842.4
READ-038833,ROB-0024,2023-12-21 06:00:00,0.469,67.8,76.6,1155.3
READ-038834,ROB-0024,2023-12-21 12:00:00,0.171,73.5,117.3,1404.1
READ-038835,ROB-0024,2023-12-21 18:00:00,0.411,68.7,102.0,909.4
READ-038836,ROB-0024,2023-12-22 00:00:00,0.279,77.8,88.7,702.9
READ-038837,ROB-0024,2023-12-22 06:00:00,0.364,46.5,144.2,994.5
READ-038838,ROB-0024,2023-12-22 12:00:00,0.516,48.7,67.7,1252.7
READ-038839,ROB-0024,2023-12-22 18:00:00,0.414,53.9,90.3,1142.1
READ-038840,ROB-0024,2023-12-23 00:00:00,0.313,60.0,112.7,1451.3
READ-038841,ROB-0024,2023-12-23 06:00:00,0.38,52.7,83.3,697.2
READ-038842,ROB-0024,2023-12-23 12:00:00,0.48,52.7,91.4,1775.9
READ-038843,ROB-0024,2023-12-23 18:00:00,0.313,47.4,84.6,851.8
READ-038844,ROB-0024,2023-12-24 00:00:00,0.6,58.6,88.7,683.0
READ-038845,ROB-0024,2023-12-24 06:00:00,0.572,71.1,90.9,1428.8
READ-038846,ROB-0024,2023-12-24 12:00:00,0.357,56.4,83.4,1463.9
READ-038847,ROB-0024,2023-12-24 18:00:00,0.514,71.7,90.8,1900.7
READ-038848,ROB-0024,2023-12-25 00:00:00,0.297,53.8,59.9,1983.0
READ-038849,ROB-0024,2023-12-25 06:00:00,0.274,50.5,131.3,2029.9
READ-038850,ROB-0024,2023-12-25 12:00:00,0.388,71.2,132.2,853.9
READ-038851,ROB-0024,2023-12-25 18:00:00,0.268,64.2,59.6,617.7
READ-038852,ROB-0024,2023-12-26 00:00:00,0.34,74.9,136.9,876.1
READ-038853,ROB-0024,2023-12-26 06:00:00,0.497,74.4,55.9,1296.3
READ-038854,ROB-0024,2023-12-26 12:00:00,0.429,55.5,143.6,589.3
READ-038855,ROB-0024,2023-12-26 18:00:00,0.211,50.6,56.7,1818.7
READ-038856,ROB-0024,2023-12-27 00:00:00,0.512,67.9,103.4,811.7
READ-038857,ROB-0024,2023-12-27 06:00:00,0.601,50.3,150.7,1922.3
READ-038858,ROB-0024,2023-12-27 12:00:00,0.304,50.2,136.0,766.3
READ-038859,ROB-0024,2023-12-27 18:00:00,0.526,58.9,119.6,1206.1
READ-038860,ROB-0024,2023-12-28 00:00:00,0.143,69.2,106.2,1723.6
READ-038861,ROB-0024,2023-12-28 06:00:00,0.352,63.7,101.4,1300.0
READ-038862,ROB-0024,2023-12-28 12:00:00,0.471,50.0,135.4,965.7
READ-038863,ROB-0024,2023-12-28 18:00:00,0.386,50.5,106.2,1068.7
READ-038864,ROB-0024,2023-12-29 00:00:00,0.534,41.6,101.3,884.4
READ-038865,ROB-0024,2023-12-29 06:00:00,0.316,45.1,91.3,1715.3
READ-038866,ROB-0024,2023-12-29 12:00:00,0.481,57.9,69.2,977.2
READ-038867,ROB-0024,2023-12-29 18:00:00,0.514,44.5,65.2,1827.6
READ-038868,ROB-0024,2023-12-30 00:00:00,0.357,71.0,67.4,2015.6
READ-038869,ROB-0024,2023-12-30 06:00:00,0.642,61.8,90.7,2023.3
READ-038870,ROB-0024,2023-12-30 12:00:00,0.425,62.3,157.5,1364.6
READ-038871,ROB-0024,2023-12-30 18:00:00,0.189,73.8,99.1,1741.1
READ-038872,ROB-0024,2023-12-31 00:00:00,0.414,59.0,142.5,930.3
READ-038873,ROB-0024,2023-12-31 06:00:00,0.16,46.4,115.3,831.1
READ-038874,ROB-0024,2023-12-31 12:00:00,0.52,47.1,115.8,1985.9
READ-038875,ROB-0024,2023-12-31 18:00:00,0.368,63.9,143.4,778.5
READ-038876,ROB-0024,2024-01-01 00:00:00,0.387,78.7,113.6,1683.6
READ-038877,ROB-0024,2024-01-01 06:00:00,0.406,52.6,79.0,1729.7
READ-038878,ROB-0024,2024-01-01 12:00:00,0.425,48.2,114.9,1299.7
READ-038879,ROB-0024,2024-01-01 18:00:00,0.414,66.5,114.2,994.8
READ-038880,ROB-0024,2024-01-02 00:00:00,0.571,66.8,158.6,1589.7
READ-038881,ROB-0024,2024-01-02 06:00:00,0.525,51.4,153.9,1903.4
READ-038882,ROB-0024,2024-01-02 12:00:00,0.195,48.3,68.1,1300.3
READ-038883,ROB-0024,2024-01-02 18:00:00,0.508,43.9,133.2,1630.2
READ-038884,ROB-0024,2024-01-03 00:00:00,0.301,53.9,78.9,1790.2
READ-038885,ROB-0024,2024-01-03 06:00:00,0.267,66.0,84.5,755.1
READ-038886,ROB-0024,2024-01-03 12:00:00,0.365,54.6,114.2,1412.8
READ-038887,ROB-0024,2024-01-03 18:00:00,0.549,49.6,111.0,799.3
READ-038888,ROB-0024,2024-01-04 00:00:00,0.299,66.2,119.7,1115.7
READ-038889,ROB-0024,2024-01-04 06:00:00,0.351,69.8,117.2,1862.0
READ-038890,ROB-0024,2024-01-04 12:00:00,0.442,64.4,131.4,2050.0
READ-038891,ROB-0024,2024-01-04 18:00:00,0.47,60.9,160.7,1511.0
READ-038892,ROB-0024,2024-01-05 00:00:00,0.383,68.2,90.8,2000.4
READ-038893,ROB-0024,2024-01-05 06:00:00,0.455,67.9,137.7,1216.3
READ-038894,ROB-0024,2024-01-05 12:00:00,0.329,50.0,95.5,783.2
READ-038895,ROB-0024,2024-01-05 18:00:00,0.547,48.7,103.5,965.9
READ-038896,ROB-0024,2024-01-06 00:00:00,0.234,51.3,129.9,1097.4
READ-038897,ROB-0024,2024-01-06 06:00:00,0.408,61.5,98.6,1352.7
READ-038898,ROB-0024,2024-01-06 12:00:00,0.329,70.2,155.6,856.5
READ-038899,ROB-0024,2024-01-06 18:00:00,0.269,75.8,108.8,1023.2
READ-038900,ROB-0024,2024-01-07 00:00:00,0.412,59.3,69.4,1031.6
READ-038901,ROB-0024,2024-01-07 06:00:00,0.595,44.3,76.8,1812.9
READ-038902,ROB-0024,2024-01-07 12:00:00,0.173,60.9,72.6,946.2
READ-038903,ROB-0024,2024-01-07 18:00:00,0.467,63.0,127.4,2041.3
READ-038904,ROB-0024,2024-01-08 00:00:00,0.543,60.1,75.5,704.2
READ-038905,ROB-0024,2024-01-08 06:00:00,0.27,55.8,90.6,732.0
READ-038906,ROB-0024,2024-01-08 12:00:00,0.532,70.9,72.2,1451.3
READ-038907,ROB-0024,2024-01-08 18:00:00,0.347,59.9,138.5,1006.8
READ-038908,ROB-0024,2024-01-09 00:00:00,0.34,74.2,148.0,1660.4
READ-038909,ROB-0024,2024-01-09 06:00:00,0.184,48.7,61.0,1822.6
READ-038910,ROB-0024,2024-01-09 12:00:00,0.511,73.0,99.7,1989.5
READ-038911,ROB-0024,2024-01-09 18:00:00,0.262,50.0,116.5,763.4
READ-038912,ROB-0024,2024-01-10 00:00:00,0.566,71.7,88.7,2002.6
READ-038913,ROB-0024,2024-01-10 06:00:00,0.605,55.7,121.4,1458.1
READ-038914,ROB-0024,2024-01-10 12:00:00,0.392,48.2,155.5,1317.7
READ-038915,ROB-0024,2024-01-10 18:00:00,0.209,69.7,154.9,1789.5
READ-038916,ROB-0024,2024-01-11 00:00:00,0.39,66.4,70.5,1689.1
READ-038917,ROB-0024,2024-01-11 06:00:00,0.484,76.1,76.7,1229.2
READ-038918,ROB-0024,2024-01-11 12:00:00,0.198,71.7,89.8,605.9
READ-038919,ROB-0024,2024-01-11 18:00:00,0.41,74.9,81.8,1174.8
READ-038920,ROB-0024,2024-01-12 00:00:00,0.586,50.2,147.6,926.6
READ-038921,ROB-0024,2024-01-12 06:00:00,0.378,64.9,63.5,1084.1
READ-038922,ROB-0024,2024-01-12 12:00:00,0.501,48.9,144.0,1007.9
READ-038923,ROB-0024,2024-01-12 18:00:00,0.434,70.8,137.1,1312.2
READ-038924,ROB-0024,2024-01-13 00:00:00,0.314,61.9,85.0,1897.4
READ-038925,ROB-0024,2024-01-13 06:00:00,0.284,64.0,133.7,1733.2
READ-038926,ROB-0024,2024-01-13 12:00:00,0.461,61.2,87.1,1045.1
READ-038927,ROB-0024,2024-01-13 18:00:00,0.22,61.3,131.3,825.6
READ-038928,ROB-0024,2024-01-14 00:00:00,0.281,54.7,149.0,850.1
READ-038929,ROB-0024,2024-01-14 06:00:00,0.481,63.1,144.5,1003.4
READ-038930,ROB-0024,2024-01-14 12:00:00,0.36,56.0,121.5,990.0
READ-038931,ROB-0024,2024-01-14 18:00:00,0.338,48.0,113.3,1627.2
READ-038932,ROB-0024,2024-01-15 00:00:00,0.425,54.3,89.7,995.4
READ-038933,ROB-0024,2024-01-15 06:00:00,0.4,68.2,60.5,1258.0
READ-038934,ROB-0024,2024-01-15 12:00:00,0.577,56.9,148.7,1247.6
READ-038935,ROB-0024,2024-01-15 18:00:00,0.479,65.9,144.7,1676.2
READ-038936,ROB-0024,2024-01-16 00:00:00,0.262,53.0,114.1,1616.1
READ-038937,ROB-0024,2024-01-16 06:00:00,0.339,48.9,75.6,1073.8
READ-038938,ROB-0024,2024-01-16 12:00:00,0.528,51.3,88.8,647.6
READ-038939,ROB-0024,2024-01-16 18:00:00,0.596,63.5,109.2,1440.1
READ-038940,ROB-0024,2024-01-17 00:00:00,0.346,66.4,141.9,1159.2
READ-038941,ROB-0024,2024-01-17 06:00:00,0.515,44.3,116.0,1840.1
READ-038942,ROB-0024,2024-01-17 12:00:00,0.303,74.1,92.5,1096.0
READ-038943,ROB-0024,2024-01-17 18:00:00,0.45,54.6,105.8,666.9
READ-038944,ROB-0024,2024-01-18 00:00:00,0.242,55.7,114.7,1085.3
READ-038945,ROB-0024,2024-01-18 06:00:00,0.493,50.9,143.3,636.8
READ-038946,ROB-0024,2024-01-18 12:00:00,0.511,71.4,162.4,1591.4
READ-038947,ROB-0024,2024-01-18 18:00:00,0.362,52.0,114.2,1588.7
READ-038948,ROB-0024,2024-01-19 00:00:00,0.281,51.1,79.5,1746.4
READ-038949,ROB-0024,2024-01-19 06:00:00,0.366,71.9,61.3,1184.8
READ-038950,ROB-0024,2024-01-19 12:00:00,0.182,48.1,91.5,1579.9
READ-038951,ROB-0024,2024-01-19 18:00:00,0.219,70.4,102.3,1882.5
READ-038952,ROB-0024,2024-01-20 00:00:00,0.321,65.6,137.4,1930.2
READ-038953,ROB-0024,2024-01-20 06:00:00,0.286,57.5,81.6,1876.5
READ-038954,ROB-0024,2024-01-20 12:00:00,0.544,67.5,85.2,1281.7
READ-038955,ROB-0024,2024-01-20 18:00:00,0.394,66.4,63.4,983.0
READ-038956,ROB-0024,2024-01-21 00:00:00,0.469,71.5,78.8,1770.8
READ-038957,ROB-0024,2024-01-21 06:00:00,0.556,76.2,120.3,2072.9
READ-038958,ROB-0024,2024-01-21 12:00:00,0.388,61.5,97.3,1130.1
READ-038959,ROB-0024,2024-01-21 18:00:00,0.245,62.5,71.0,1934.0
READ-038960,ROB-0024,2024-01-22 00:00:00,0.406,72.0,63.6,1254.1
READ-038961,ROB-0024,2024-01-22 06:00:00,0.378,58.2,126.8,2013.6
READ-038962,ROB-0024,2024-01-22 12:00:00,0.504,53.4,57.7,902.3
READ-038963,ROB-0024,2024-01-22 18:00:00,0.384,45.1,107.2,1135.5
READ-038964,ROB-0024,2024-01-23 00:00:00,0.443,68.5,109.6,1501.9
READ-038965,ROB-0024,2024-01-23 06:00:00,0.47,58.4,134.4,1235.5
READ-038966,ROB-0024,2024-01-23 12:00:00,0.396,67.1,149.1,743.7
READ-038967,ROB-0024,2024-01-23 18:00:00,0.57,60.5,84.7,1114.5
READ-038968,ROB-0024,2024-01-24 00:00:00,0.557,75.4,107.8,1480.2
READ-038969,ROB-0024,2024-01-24 06:00:00,0.355,52.4,95.3,1540.6
READ-038970,ROB-0024,2024-01-24 12:00:00,0.418,71.1,112.4,1828.7
READ-038971,ROB-0024,2024-01-24 18:00:00,0.617,51.1,59.1,1076.4
READ-038972,ROB-0024,2024-01-25 00:00:00,0.355,60.7,87.6,1688.0
READ-038973,ROB-0024,2024-01-25 06:00:00,0.446,61.5,85.0,1125.0
READ-038974,ROB-0024,2024-01-25 12:00:00,0.331,61.3,105.2,1635.9
READ-038975,ROB-0024,2024-01-25 18:00:00,0.214,46.8,112.7,1299.0
READ-038976,ROB-0024,2024-01-26 00:00:00,0.526,56.9,80.8,1908.1
READ-038977,ROB-0024,2024-01-26 06:00:00,0.3,64.0,62.3,1433.8
READ-038978,ROB-0024,2024-01-26 12:00:00,0.154,78.0,157.2,1448.7
READ-038979,ROB-0024,2024-01-26 18:00:00,0.47,72.6,106.0,656.1
READ-038980,ROB-0024,2024-01-27 00:00:00,0.161,60.4,126.1,1681.5
READ-038981,ROB-0024,2024-01-27 06:00:00,0.208,62.0,129.9,1242.2
READ-038982,ROB-0024,2024-01-27 12:00:00,0.359,59.1,94.9,1375.4
READ-038983,ROB-0024,2024-01-27 18:00:00,0.486,51.5,161.3,1912.6
READ-038984,ROB-0024,2024-01-28 00:00:00,0.381,54.6,84.1,699.4
READ-038985,ROB-0024,2024-01-28 06:00:00,0.466,73.4,65.9,1708.4
READ-038986,ROB-0024,2024-01-28 12:00:00,0.47,72.3,103.1,1797.6
READ-038987,ROB-0024,2024-01-28 18:00:00,0.535,67.3,117.1,1545.0
READ-038988,ROB-0024,2024-01-29 00:00:00,0.255,47.6,81.7,785.3
READ-038989,ROB-0024,2024-01-29 06:00:00,0.616,48.2,66.5,1720.6
READ-038990,ROB-0024,2024-01-29 12:00:00,0.429,59.7,72.0,1379.7
READ-038991,ROB-0024,2024-01-29 18:00:00,0.451,63.7,140.1,1771.7
READ-038992,ROB-0024,2024-01-30 00:00:00,0.24,66.6,133.2,1793.2
READ-038993,ROB-0024,2024-01-30 06:00:00,0.41,55.2,77.6,1082.7
READ-038994,ROB-0024,2024-01-30 12:00:00,0.347,63.4,123.6,1951.6
READ-038995,ROB-0024,2024-01-30 18:00:00,0.252,45.1,100.0,629.0
READ-038996,ROB-0024,2024-01-31 00:00:00,0.394,69.3,85.7,1858.7
READ-038997,ROB-0024,2024-01-31 06:00:00,0.276,66.5,125.1,1951.9
READ-038998,ROB-0024,2024-01-31 12:00:00,0.478,56.8,98.5,1751.6
READ-038999,ROB-0024,2024-01-31 18:00:00,0.166,66.9,99.0,1022.6
READ-039000,ROB-0024,2024-02-01 00:00:00,0.401,50.4,83.3,1419.1
READ-039001,ROB-0024,2024-02-01 06:00:00,0.134,58.4,102.0,793.6
READ-039002,ROB-0024,2024-02-01 12:00:00,0.235,60.5,134.4,1770.0
READ-039003,ROB-0024,2024-02-01 18:00:00,0.201,70.3,86.9,626.6
READ-039004,ROB-0024,2024-02-02 00:00:00,0.295,54.4,127.1,646.8
READ-039005,ROB-0024,2024-02-02 06:00:00,0.152,70.3,71.2,1861.1
READ-039006,ROB-0024,2024-02-02 12:00:00,0.426,50.2,109.8,1083.3
READ-039007,ROB-0024,2024-02-02 18:00:00,0.417,52.3,112.2,1590.1
READ-039008,ROB-0024,2024-02-03 00:00:00,0.623,50.8,97.5,775.1
READ-039009,ROB-0024,2024-02-03 06:00:00,0.519,55.2,106.0,1767.5
READ-039010,ROB-0024,2024-02-03 12:00:00,0.527,47.4,78.0,1717.0
READ-039011,ROB-0024,2024-02-03 18:00:00,0.226,52.7,160.5,742.0
READ-039012,ROB-0024,2024-02-04 00:00:00,0.232,57.9,105.1,1125.9
READ-039013,ROB-0024,2024-02-04 06:00:00,0.547,73.7,116.8,744.1
READ-039014,ROB-0024,2024-02-04 12:00:00,0.599,54.6,64.5,1424.1
READ-039015,ROB-0024,2024-02-04 18:00:00,0.368,48.3,103.7,1095.0
READ-039016,ROB-0024,2024-02-05 00:00:00,0.413,49.0,150.2,1103.4
READ-039017,ROB-0024,2024-02-05 06:00:00,0.285,67.0,91.6,1773.6
READ-039018,ROB-0024,2024-02-05 12:00:00,0.31,48.3,120.7,717.1
READ-039019,ROB-0024,2024-02-05 18:00:00,0.624,47.8,85.9,1760.1
READ-039020,ROB-0024,2024-02-06 00:00:00,0.444,47.8,138.7,1001.1
READ-039021,ROB-0024,2024-02-06 06:00:00,0.263,62.2,63.2,1137.1
READ-039022,ROB-0024,2024-02-06 12:00:00,0.368,65.6,92.6,1225.3
READ-039023,ROB-0024,2024-02-06 18:00:00,0.482,52.3,75.0,1785.1
READ-039024,ROB-0024,2024-02-07 00:00:00,0.481,60.7,120.9,903.5
READ-039025,ROB-0024,2024-02-07 06:00:00,0.226,59.4,77.4,1666.9
READ-039026,ROB-0024,2024-02-07 12:00:00,0.564,61.4,127.0,1421.1
READ-039027,ROB-0024,2024-02-07 18:00:00,0.297,66.4,130.3,1305.1
READ-039028,ROB-0024,2024-02-08 00:00:00,0.376,63.3,96.1,731.1
READ-039029,ROB-0024,2024-02-08 06:00:00,0.463,68.6,69.6,1677.1
READ-039030,ROB-0024,2024-02-08 12:00:00,0.616,54.8,123.7,1018.3
READ-039031,ROB-0024,2024-02-08 18:00:00,0.095,48.6,139.5,1372.9
READ-039032,ROB-0024,2024-02-09 00:00:00,0.171,59.0,100.3,1652.4
READ-039033,ROB-0024,2024-02-09 06:00:00,0.29,60.2,111.1,1605.7
READ-039034,ROB-0024,2024-02-09 12:00:00,0.482,60.7,102.5,1454.3
READ-039035,ROB-0024,2024-02-09 18:00:00,0.479,73.9,93.3,1868.3
READ-039036,ROB-0024,2024-02-10 00:00:00,0.317,53.2,102.6,1907.4
READ-039037,ROB-0024,2024-02-10 06:00:00,0.236,71.3,84.1,1339.0
READ-039038,ROB-0024,2024-02-10 12:00:00,0.581,71.3,69.2,583.2
READ-039039,ROB-0024,2024-02-10 18:00:00,0.392,74.3,133.3,1764.6
READ-039040,ROB-0024,2024-02-11 00:00:00,0.344,65.1,125.6,952.5
READ-039041,ROB-0024,2024-02-11 06:00:00,0.297,47.8,152.3,1791.8
READ-039042,ROB-0024,2024-02-11 12:00:00,0.339,68.1,84.5,1545.2
